SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
050,10,001,Delaware,Kent County,9,10,10571,5069,5502,3533,3666,1285,1484,43,51,136,191,1,3,71,107,3579,3740,1315,1535,82,116,154,219,15,16,4777,5191,3301,3434,1239,1431,35,38,134,189,1,0,67,99,3344,3503,1266,1480,73,97,152,216,14,11,292,311,232,232,46,53,8,13,2,2,0,3,4,8,235,237,49,55,9,19,2,3,1,5
050,10,001,Delaware,Kent County,9,11,11893,5669,6224,4086,4316,1330,1566,37,54,132,193,1,6,83,89,4139,4371,1365,1619,83,117,157,211,10,13,5397,5984,3867,4146,1294,1515,30,43,131,190,1,5,74,85,3914,4198,1322,1566,74,104,153,207,10,12,272,240,219,170,36,51,7,11,1,3,0,1,9,4,225,173,43,53,9,13,4,4,0,1
050,10,001,Delaware,Kent County,9,12,11450,5352,6098,4003,4342,1135,1438,41,54,89,150,9,12,75,102,4061,4405,1162,1491,97,125,100,168,14,16,5161,5887,3853,4187,1111,1394,34,52,89,150,7,8,67,96,3904,4244,1132,1444,84,120,100,168,11,12,191,211,150,155,24,44,7,2,0,0,2,4,8,6,157,161,30,47,13,5,0,0,3,4
050,10,001,Delaware,Kent County,9,13,10137,4664,5473,3409,3853,1084,1359,54,44,61,146,6,12,50,59,3441,3887,1110,1387,88,88,74,157,7,19,4507,5315,3294,3737,1064,1337,47,41,57,144,5,3,40,53,3317,3768,1081,1361,81,82,69,154,5,8,157,158,115,116,20,22,7,3,4,2,1,9,10,6,124,119,29,26,7,6,5,3,2,11
050,10,001,Delaware,Kent County,9,14,9564,4445,5119,3395,3773,910,1125,31,48,66,122,0,0,43,51,3430,3805,926,1148,63,85,74,131,2,8,4320,4983,3297,3670,888,1110,31,44,65,122,0,0,39,37,3329,3690,902,1123,61,73,71,131,0,5,125,136,98,103,22,15,0,4,1,0,0,0,4,14,101,115,24,25,2,12,3,0,2,3
050,10,001,Delaware,Kent County,9,15,7380,3360,4020,2673,3018,592,815,17,17,45,117,1,0,32,53,2697,3049,601,838,35,54,54,137,8,5,3302,3918,2625,2935,588,807,15,13,45,117,1,0,28,46,2645,2962,595,828,33,45,52,134,8,5,58,102,48,83,4,8,2,4,0,0,0,0,4,7,52,87,6,10,2,9,2,3,0,0
050,10,001,Delaware,Kent County,9,16,5195,2301,2894,1777,2241,445,534,19,21,39,70,0,1,21,27,1794,2257,453,548,30,41,47,77,1,6,2251,2824,1736,2180,439,529,18,21,38,69,0,0,20,25,1752,2194,446,543,29,39,46,76,1,5,50,70,41,61,6,5,1,0,1,1,0,1,1,2,42,63,7,5,1,2,1,1,0,1
050,10,001,Delaware,Kent County,9,17,3333,1428,1905,1171,1507,225,322,9,14,19,52,0,1,4,9,1174,1514,227,325,9,20,22,53,0,2,1398,1869,1145,1476,221,317,9,14,19,52,0,1,4,9,1148,1483,223,320,9,20,22,53,0,2,30,36,26,31,4,5,0,0,0,0,0,0,0,0,26,31,4,5,0,0,0,0,0,0
050,10,001,Delaware,Kent County,9,18,2991,1120,1871,921,1486,164,322,11,23,18,37,2,1,4,2,922,1488,167,322,12,24,20,38,3,1,1091,1807,895,1428,164,321,10,20,17,35,2,1,3,2,896,1430,166,321,11,21,18,36,3,1,29,64,26,58,0,1,1,3,1,2,0,0,1,0,26,58,1,1,1,3,2,2,0,0
050,10,001,Delaware,Kent County,10,0,176445,84962,91483,57656,60346,21773,24673,590,689,1813,2300,96,122,3034,3353,60221,63105,23840,27010,1398,1619,2582,3156,280,329,78685,85192,53106,55910,20674,23498,460,520,1766,2244,58,54,2621,2966,55337,58353,22460,25562,1083,1296,2457,3031,206,220,6277,6291,4550,4436,1099,1175,130,169,47,56,38,68,413,387,4884,4752,1380,1448,315,323,125,125,74,109
050,10,001,Delaware,Kent County,10,1,11169,5575,5594,3446,3426,1572,1568,24,51,94,100,8,8,431,441,3853,3838,1931,1942,63,87,178,177,23,23,4926,4906,2996,2956,1438,1434,18,29,93,86,5,4,376,397,3357,3330,1753,1773,38,53,164,151,18,16,649,688,450,470,134,134,6,22,1,14,3,4,55,44,496,508,178,169,25,34,14,26,5,7
050,10,001,Delaware,Kent County,10,2,11150,5661,5489,3495,3417,1584,1485,36,36,94,88,5,6,447,457,3911,3841,1959,1846,84,79,178,191,18,18,5032,4876,3077,3008,1456,1379,28,19,89,87,4,3,378,380,3435,3365,1772,1680,49,41,159,178,14,11,629,613,418,409,128,106,8,17,5,1,1,3,69,77,476,476,187,166,35,38,19,13,4,7
050,10,001,Delaware,Kent County,10,3,11441,5798,5643,3616,3328,1595,1689,26,38,106,124,6,8,449,456,4025,3739,1950,2059,84,97,209,227,26,29,5163,5025,3171,2918,1480,1560,20,23,103,119,1,3,388,402,3527,3282,1789,1896,56,60,193,210,18,19,635,618,445,410,115,129,6,15,3,5,5,5,61,54,498,457,161,163,28,37,16,17,8,10
050,10,001,Delaware,Kent County,10,4,12032,6002,6030,3423,3212,2022,2242,21,26,141,109,8,5,387,436,3764,3587,2315,2576,87,120,246,219,26,27,5490,5505,3092,2890,1896,2103,17,21,135,102,3,1,347,388,3401,3229,2163,2398,65,100,233,206,18,19,512,525,331,322,126,139,4,5,6,7,5,4,40,48,363,358,152,178,22,20,13,13,8,8
050,10,001,Delaware,Kent County,10,5,12598,6446,6152,3719,3300,2196,2360,58,47,170,109,13,10,290,326,3943,3575,2393,2578,148,136,253,196,33,31,5858,5621,3297,2927,2088,2260,41,36,161,101,7,4,264,293,3506,3179,2269,2453,113,110,240,181,21,18,588,531,422,373,108,100,17,11,9,8,6,6,26,33,437,396,124,125,35,26,13,15,12,13
050,10,001,Delaware,Kent County,10,6,12831,6590,6241,4370,4148,1801,1679,40,39,142,139,14,15,223,221,4548,4317,1929,1818,109,101,210,222,30,27,6061,5743,3986,3784,1701,1583,25,30,138,134,10,9,201,203,4149,3940,1818,1710,84,82,202,212,20,17,529,498,384,364,100,96,15,9,4,5,4,6,22,18,399,377,111,108,25,19,8,10,10,10
050,10,001,Delaware,Kent County,10,7,11197,5403,5794,3807,3883,1268,1474,44,49,125,183,7,13,152,192,3925,4030,1354,1591,99,119,178,244,23,27,4894,5334,3421,3560,1188,1397,32,28,121,183,5,4,127,162,3517,3682,1257,1495,75,83,172,241,20,15,509,460,386,323,80,77,12,21,4,0,2,9,25,30,408,348,97,96,24,36,6,3,3,12
050,10,001,Delaware,Kent County,10,8,10637,5112,5525,3562,3687,1235,1478,34,46,137,157,8,8,136,149,3662,3796,1300,1562,86,104,190,212,28,20,4581,5027,3147,3327,1172,1388,27,26,137,157,4,5,94,124,3213,3417,1216,1453,60,71,179,207,18,16,531,498,415,360,63,90,7,20,0,0,4,3,42,25,449,379,84,109,26,33,11,5,10,4
050,10,001,Delaware,Kent County,10,9,9555,4424,5131,3032,3414,1097,1361,32,36,152,169,7,8,104,143,3108,3514,1148,1432,92,99,180,227,15,27,4004,4705,2725,3089,1027,1286,23,29,149,165,3,2,77,134,2782,3181,1061,1353,64,89,172,219,8,20,420,426,307,325,70,75,9,7,3,4,4,6,27,9,326,333,87,79,28,10,8,8,7,7
050,10,001,Delaware,Kent County,10,10,10535,5008,5527,3459,3688,1264,1498,47,44,149,178,1,4,88,115,3519,3769,1302,1550,100,106,172,213,14,17,4700,5174,3225,3430,1217,1431,32,29,147,175,0,1,79,108,3277,3505,1252,1479,79,89,170,210,12,12,308,353,234,258,47,67,15,15,2,3,1,3,9,7,242,264,50,71,21,17,2,3,2,5
050,10,001,Delaware,Kent County,10,11,11627,5523,6104,3938,4152,1333,1589,35,59,139,199,1,6,77,99,3985,4213,1364,1653,78,126,166,222,9,17,5239,5856,3714,3969,1294,1547,25,48,136,195,1,5,69,92,3755,4024,1318,1606,67,111,161,216,9,16,284,248,224,183,39,42,10,11,3,4,0,1,8,7,230,189,46,47,11,15,5,6,0,1
050,10,001,Delaware,Kent County,10,12,11694,5522,6172,4082,4345,1215,1505,49,50,89,162,6,11,81,99,4147,4406,1243,1559,112,112,102,184,11,19,5311,5947,3916,4185,1189,1454,39,47,89,162,4,6,74,93,3974,4242,1215,1503,96,105,102,184,9,14,211,225,166,160,26,51,10,3,0,0,2,5,7,6,173,164,28,56,16,7,0,0,2,5
050,10,001,Delaware,Kent County,10,13,10527,4806,5721,3512,4037,1114,1406,47,43,70,151,7,16,56,68,3550,4075,1139,1436,88,96,82,161,9,25,4642,5544,3396,3913,1089,1377,40,38,66,150,6,4,45,62,3424,3947,1106,1406,77,87,78,159,8,11,164,177,116,124,25,29,7,5,4,1,1,12,11,6,126,128,33,30,11,9,4,2,1,14
050,10,001,Delaware,Kent County,10,14,9364,4306,5058,3228,3651,929,1170,35,53,70,134,2,1,42,49,3258,3684,944,1191,68,86,79,143,4,11,4180,4915,3130,3540,905,1153,35,49,69,133,2,1,39,39,3158,3565,919,1168,66,77,78,142,3,6,126,143,98,111,24,17,0,4,1,1,0,0,3,10,100,119,25,23,2,9,1,1,1,5
050,10,001,Delaware,Kent County,10,15,8066,3689,4377,2935,3279,639,908,23,18,50,119,1,0,41,53,2967,3309,651,934,45,59,62,132,8,4,3620,4271,2879,3196,634,897,21,14,50,119,1,0,35,45,2905,3219,644,920,42,49,59,132,8,4,69,106,56,83,5,11,2,4,0,0,0,0,6,8,62,90,7,14,3,10,3,0,0,0
050,10,001,Delaware,Kent County,10,16,5472,2441,3031,1864,2314,494,581,19,19,46,80,0,1,18,36,1878,2339,500,597,31,47,52,85,0,5,2399,2954,1829,2249,488,575,19,19,45,80,0,0,18,31,1843,2269,494,589,31,44,51,85,0,4,42,77,35,65,6,6,0,0,1,0,0,1,0,5,35,70,6,8,0,3,1,0,0,1
050,10,001,Delaware,Kent County,10,17,3462,1489,1973,1215,1555,237,334,8,15,20,56,0,1,9,12,1224,1562,239,339,10,25,25,58,0,1,1448,1934,1179,1520,234,331,7,15,20,55,0,1,8,12,1187,1527,235,336,9,25,25,57,0,1,41,39,36,35,3,3,1,0,0,1,0,0,1,0,37,35,4,3,1,0,0,1,0,0
050,10,001,Delaware,Kent County,10,18,3088,1167,1921,953,1510,178,346,12,20,19,43,2,1,3,1,954,1511,179,347,14,20,20,43,3,1,1137,1855,926,1449,178,343,11,20,18,41,2,1,2,1,927,1450,179,344,12,20,19,41,2,1,30,66,27,61,0,3,1,0,1,2,0,0,1,0,27,61,0,3,2,0,1,2,1,0
050,10,001,Delaware,Kent County,11,0,178550,86023,92527,57724,60512,22447,25359,623,703,1913,2357,95,129,3221,3467,60468,63368,24650,27764,1421,1633,2745,3287,286,359,79423,85934,52963,55833,21309,24161,463,522,1859,2302,53,54,2776,3062,55340,58370,23207,26292,1068,1282,2605,3154,214,239,6600,6593,4761,4679,1138,1198,160,181,54,55,42,75,445,405,5128,4998,1443,1472,353,351,140,133,72,120
050,10,001,Delaware,Kent County,11,1,11170,5572,5598,3371,3369,1596,1610,35,54,100,101,7,9,463,455,3810,3794,1984,1999,69,92,192,179,21,25,4904,4885,2906,2886,1468,1470,20,33,92,89,4,3,414,404,3307,3270,1813,1818,41,56,171,154,16,15,668,713,465,483,128,140,15,21,8,12,3,6,49,51,503,524,171,181,28,36,21,25,5,10
050,10,001,Delaware,Kent County,11,2,11264,5713,5551,3458,3419,1635,1542,43,38,105,94,7,4,465,454,3888,3840,2027,1899,90,83,198,202,19,16,5100,4930,3070,2987,1501,1444,28,17,102,89,3,4,396,389,3445,3357,1832,1750,47,40,178,188,13,12,613,621,388,432,134,98,15,21,3,5,4,0,69,65,443,483,195,149,43,43,20,14,6,4
050,10,001,Delaware,Kent County,11,3,11516,5821,5695,3589,3336,1614,1724,30,37,115,115,8,8,465,475,4013,3765,1983,2111,86,91,223,228,28,33,5145,5055,3123,2910,1494,1594,23,21,110,112,2,2,393,416,3484,3289,1807,1944,55,53,205,211,15,21,676,640,466,426,120,130,7,16,5,3,6,6,72,59,529,476,176,167,31,38,18,17,13,12
050,10,001,Delaware,Kent County,11,4,12105,6053,6052,3449,3199,2053,2251,21,31,129,119,8,5,393,447,3805,3587,2345,2592,82,120,242,231,26,30,5491,5494,3066,2862,1926,2103,17,24,124,111,3,1,355,393,3389,3209,2194,2400,62,95,228,216,20,20,562,558,383,337,127,148,4,7,5,8,5,4,38,54,416,378,151,192,20,25,14,15,6,10
050,10,001,Delaware,Kent County,11,5,12492,6378,6114,3658,3268,2173,2334,51,39,173,116,13,10,310,347,3908,3570,2390,2563,137,125,258,216,26,35,5791,5560,3235,2882,2068,2227,36,32,164,110,6,5,282,304,3465,3148,2264,2428,106,100,246,198,19,20,587,554,423,386,105,107,15,7,9,6,7,5,28,43,443,422,126,135,31,25,12,18,7,15
050,10,001,Delaware,Kent County,11,6,12835,6585,6250,4245,4039,1901,1772,39,41,147,145,8,14,245,239,4449,4223,2046,1916,106,109,221,237,21,29,6014,5707,3829,3627,1794,1685,21,25,144,142,5,8,221,220,4012,3799,1926,1819,79,81,216,228,15,21,571,543,416,412,107,87,18,16,3,3,3,6,24,19,437,424,120,97,27,28,5,9,6,8
050,10,001,Delaware,Kent County,11,7,11499,5600,5899,3932,3921,1318,1551,44,49,140,172,9,15,157,191,4050,4075,1405,1662,98,113,194,238,30,26,5128,5435,3565,3595,1244,1473,36,28,136,171,8,4,139,164,3667,3724,1321,1571,81,76,190,235,28,13,472,464,367,326,74,78,8,21,4,1,1,11,18,27,383,351,84,91,17,37,4,3,2,13
050,10,001,Delaware,Kent County,11,8,10898,5284,5614,3592,3702,1352,1550,42,44,137,156,8,7,153,155,3715,3814,1427,1636,92,103,197,211,29,24,4698,5118,3161,3342,1270,1461,26,26,136,156,1,4,104,129,3242,3433,1320,1531,53,68,184,209,17,18,586,496,431,360,82,89,16,18,1,0,7,3,49,26,473,381,107,105,39,35,13,2,12,6
050,10,001,Delaware,Kent County,11,9,9841,4567,5274,3090,3499,1143,1382,30,41,170,187,7,11,127,154,3189,3600,1207,1466,92,110,210,242,20,33,4097,4818,2745,3155,1079,1304,20,30,167,183,3,4,83,142,2806,3248,1117,1383,58,93,199,235,11,24,470,456,345,344,64,78,10,11,3,4,4,7,44,12,383,352,90,83,34,17,11,7,9,9
050,10,001,Delaware,Kent County,11,10,10345,4903,5442,3373,3631,1236,1475,46,43,148,175,3,4,97,114,3438,3708,1281,1533,97,104,174,213,17,12,4570,5065,3129,3342,1178,1413,29,29,147,171,2,1,85,109,3184,3414,1216,1467,72,89,173,208,16,9,333,377,244,289,58,62,17,14,1,4,1,3,12,5,254,294,65,66,25,15,1,5,1,3
050,10,001,Delaware,Kent County,11,11,11305,5371,5934,3771,3977,1345,1610,36,60,141,187,1,5,77,95,3819,4035,1375,1669,83,122,166,214,8,18,5058,5656,3526,3766,1302,1565,26,49,137,184,1,5,66,87,3566,3819,1326,1618,67,106,161,209,7,18,313,278,245,211,43,45,10,11,4,3,0,0,11,8,253,216,49,51,16,16,5,5,1,0
050,10,001,Delaware,Kent County,11,12,11933,5659,6274,4104,4380,1319,1553,53,49,100,182,3,11,80,99,4163,4442,1349,1607,108,111,115,204,8,20,5427,6053,3916,4228,1291,1502,44,44,99,181,3,3,74,95,3969,4288,1318,1552,95,103,113,203,8,12,232,221,188,152,28,51,9,5,1,1,0,8,6,4,194,154,31,55,13,8,2,1,0,8
050,10,001,Delaware,Kent County,11,13,10864,4952,5912,3634,4156,1119,1452,51,43,84,161,6,22,58,78,3668,4201,1146,1488,93,104,101,180,9,27,4776,5702,3507,4010,1092,1415,40,40,81,160,6,7,50,70,3534,4049,1114,1447,81,97,96,177,8,12,176,210,127,146,27,37,11,3,3,1,0,15,8,8,134,152,32,41,12,7,5,3,1,15
050,10,001,Delaware,Kent County,11,14,9479,4318,5161,3199,3689,952,1236,35,50,79,130,4,1,49,55,3233,3724,966,1260,76,88,86,140,8,9,4189,5006,3104,3570,930,1214,34,46,77,129,3,1,41,46,3135,3598,943,1233,67,82,82,139,5,4,129,155,95,119,22,22,1,4,2,1,1,0,8,9,98,126,23,27,9,6,4,1,3,5
050,10,001,Delaware,Kent County,11,15,8345,3800,4545,2964,3370,708,974,29,28,54,124,0,0,45,49,2995,3399,724,996,53,60,65,145,11,8,3715,4430,2898,3282,697,963,27,22,54,124,0,0,39,39,2923,3306,711,981,49,48,63,141,11,7,85,115,66,88,11,11,2,6,0,0,0,0,6,10,72,93,13,15,4,12,2,4,0,1
050,10,001,Delaware,Kent County,11,16,5877,2655,3222,2052,2441,525,627,13,16,43,91,1,1,21,46,2069,2468,533,646,27,50,48,101,2,8,2605,3146,2008,2379,521,619,13,16,42,91,1,0,20,41,2025,2402,528,636,26,47,47,100,2,7,50,76,44,62,4,8,0,0,1,0,0,1,1,5,44,66,5,10,1,3,1,1,0,1
050,10,001,Delaware,Kent County,11,17,3631,1574,2057,1249,1618,273,353,12,19,27,55,0,1,13,11,1261,1623,274,357,18,25,33,58,1,5,1532,2016,1212,1582,270,349,11,19,27,54,0,1,12,11,1223,1587,271,353,16,25,33,57,1,5,42,41,37,36,3,4,1,0,0,1,0,0,1,0,38,36,3,4,2,0,0,1,0,0
050,10,001,Delaware,Kent County,11,18,3151,1218,1933,994,1498,185,363,13,21,21,47,2,1,3,3,995,1500,188,364,14,23,22,48,2,1,1183,1858,963,1428,184,360,12,21,20,45,2,1,2,3,964,1430,186,361,13,23,20,46,2,1,35,75,31,70,1,3,1,0,1,2,0,0,1,0,31,70,2,3,1,0,2,2,0,0
050,10,003,Delaware,New Castle County,1,0,538479,260671,277808,180803,189411,61682,69164,1096,1096,11762,12101,127,150,5201,5886,185207,194298,65138,73207,2441,2698,13201,13647,294,341,236478,255080,160988,171475,58891,65993,482,520,11598,11936,47,64,4472,5092,164767,175679,61791,69413,1580,1874,12938,13375,186,223,24193,22728,19815,17936,2791,3171,614,576,164,165,80,86,729,794,20440,18619,3347,3794,861,824,263,272,108,118
050,10,003,Delaware,New Castle County,1,1,33249,16866,16383,9949,9512,4861,4840,96,86,943,898,11,11,1006,1036,10870,10456,5609,5660,203,202,1221,1131,25,27,14131,13753,7831,7542,4481,4430,27,34,922,881,3,1,867,865,8636,8339,5119,5109,101,111,1172,1087,13,14,2735,2630,2118,1970,380,410,69,52,21,17,8,10,139,171,2234,2117,490,551,102,91,49,44,12,13
050,10,003,Delaware,New Castle County,1,2,34123,17360,16763,10490,9995,5099,4903,96,95,824,887,8,17,843,866,11266,10780,5740,5534,201,212,1029,1128,16,30,14831,14337,8521,8125,4729,4540,37,34,801,866,3,7,740,765,9206,8822,5281,5088,111,123,998,1096,10,17,2529,2426,1969,1870,370,363,59,61,23,21,5,10,103,101,2060,1958,459,446,90,89,31,32,6,13
050,10,003,Delaware,New Castle County,1,3,35040,17854,17186,10985,10541,5406,5160,96,97,696,661,15,15,656,712,11564,11167,5893,5711,222,216,852,833,32,30,15707,15062,9342,8895,5073,4844,33,31,674,651,6,7,579,634,9852,9453,5499,5330,132,124,822,816,21,20,2147,2124,1643,1646,333,316,63,66,22,10,9,8,77,78,1712,1714,394,381,90,92,30,17,11,10
050,10,003,Delaware,New Castle County,1,4,40966,20656,20310,13316,13342,5846,5518,108,103,784,733,9,13,593,601,13827,13856,6262,5924,261,246,948,904,25,28,18421,18194,11553,11710,5536,5200,44,40,776,718,4,4,508,522,11994,12158,5884,5544,167,161,926,875,18,17,2235,2116,1763,1632,310,318,64,63,8,15,5,9,85,79,1833,1698,378,380,94,85,22,29,7,11
050,10,003,Delaware,New Castle County,1,5,40457,20142,20315,14060,14022,4744,4816,83,94,856,886,16,14,383,483,14378,14447,4982,5099,187,214,979,1050,29,39,17752,18273,12050,12438,4505,4503,23,37,843,874,8,7,323,414,12314,12806,4698,4734,105,135,960,1023,19,24,2390,2042,2010,1584,239,313,60,57,13,12,8,7,60,69,2064,1641,284,365,82,79,19,27,10,15
050,10,003,Delaware,New Castle County,1,6,36305,18101,18204,12282,11717,4250,4642,84,82,1171,1381,14,10,300,372,12523,12011,4429,4874,175,191,1265,1506,29,20,15686,16112,10208,10043,4037,4360,33,28,1158,1361,3,6,247,314,10408,10291,4176,4554,106,117,1243,1472,14,12,2415,2092,2074,1674,213,282,51,54,13,20,11,4,53,58,2115,1720,253,320,69,74,22,34,15,8
050,10,003,Delaware,New Castle County,1,7,34439,16967,17472,11126,11034,4153,4737,79,91,1317,1259,11,7,281,344,11354,11308,4323,4969,172,206,1402,1348,29,18,14783,15469,9273,9427,3954,4475,24,35,1300,1244,4,1,228,287,9451,9646,4083,4666,100,130,1383,1329,20,10,2184,2003,1853,1607,199,262,55,56,17,15,7,6,53,57,1903,1662,240,303,72,76,19,19,9,8
050,10,003,Delaware,New Castle County,1,8,35105,17315,17790,11512,11331,4276,4937,94,96,1203,1118,10,17,220,291,11686,11552,4403,5110,163,203,1275,1211,25,29,15449,16006,9922,9895,4103,4709,39,36,1194,1110,3,9,188,247,10066,10079,4208,4849,98,124,1259,1197,18,20,1866,1784,1590,1436,173,228,55,60,9,8,7,8,32,44,1620,1473,195,261,65,79,16,14,7,9
050,10,003,Delaware,New Castle County,1,9,38193,18356,19837,12608,12941,4543,5616,76,72,886,922,8,7,235,279,12787,13148,4663,5786,183,190,960,1002,18,26,16719,18256,11246,11664,4366,5420,34,34,875,907,3,4,195,227,11392,11822,4461,5549,121,135,941,984,11,21,1637,1581,1362,1277,177,196,42,38,11,15,5,3,40,52,1395,1326,202,237,62,55,19,18,7,5
050,10,003,Delaware,New Castle County,1,10,41558,20122,21436,14412,14711,4648,5567,78,73,781,823,9,13,194,249,14546,14892,4756,5711,182,200,829,881,26,27,18832,20246,13329,13750,4522,5409,43,48,769,812,3,5,166,222,13439,13908,4613,5528,136,170,814,869,16,17,1290,1190,1083,961,126,158,35,25,12,11,6,8,28,27,1107,984,143,183,46,30,15,12,10,10
050,10,003,Delaware,New Castle County,1,11,40429,19528,20901,14556,14966,4122,5011,66,70,633,657,3,9,148,188,14655,15085,4189,5138,146,186,679,691,12,18,18571,20085,13749,14308,4023,4899,44,53,630,651,2,2,123,172,13828,14413,4073,5014,113,163,673,682,10,10,957,816,807,658,99,112,22,17,3,6,1,7,25,16,827,672,116,124,33,23,6,9,2,8
050,10,003,Delaware,New Castle County,1,12,33990,16073,17917,12361,13153,3051,3997,63,43,501,563,6,4,91,157,12429,13255,3092,4100,119,138,525,589,8,9,15394,17291,11790,12631,2978,3920,41,34,496,557,3,4,86,145,11853,12725,3015,4013,93,120,519,583,5,9,679,626,571,522,73,77,22,9,5,6,3,0,5,12,576,530,77,87,26,18,6,6,3,0
050,10,003,Delaware,New Castle County,1,13,28403,13304,15099,10327,11285,2467,3188,25,28,391,475,4,5,90,118,10382,11357,2513,3256,81,109,416,493,9,11,12869,14627,9961,10898,2426,3127,18,23,386,472,2,4,76,103,10005,10957,2462,3186,70,96,410,489,5,9,435,472,366,387,41,61,7,5,5,3,2,1,14,15,377,400,51,70,11,13,6,4,4,2
050,10,003,Delaware,New Castle County,1,14,20644,9476,11168,7414,8593,1656,2157,17,25,322,326,2,3,65,64,7461,8633,1682,2195,64,60,336,342,5,13,9215,10859,7187,8328,1633,2133,14,19,321,324,0,0,60,55,7231,8361,1658,2166,56,49,335,339,2,9,261,309,227,265,23,24,3,6,1,2,2,3,5,9,230,272,24,29,8,11,1,3,3,4
050,10,003,Delaware,New Castle County,1,15,14851,6660,8191,5235,6351,1135,1546,16,14,235,246,0,0,39,34,5262,6372,1154,1565,36,36,247,254,1,1,6476,7987,5079,6170,1114,1528,13,12,235,245,0,0,35,32,5102,6189,1131,1545,32,34,246,253,1,1,184,204,156,181,21,18,3,2,0,1,0,0,4,2,160,183,23,20,4,2,1,1,0,0
050,10,003,Delaware,New Castle County,1,16,12105,5133,6972,4253,5714,728,1080,10,10,123,129,0,4,19,35,4268,5733,737,1104,19,37,129,132,1,9,5019,6830,4150,5595,722,1066,7,8,123,127,0,2,17,32,4164,5612,729,1087,15,34,129,130,1,7,114,142,103,119,6,14,3,2,0,2,0,2,2,3,104,121,8,17,4,3,0,2,0,2
050,10,003,Delaware,New Castle County,1,17,9426,3766,5660,3280,4808,401,751,6,6,54,75,1,0,24,20,3301,4825,407,758,16,18,65,80,2,0,3682,5572,3205,4736,397,739,5,4,54,74,0,0,21,19,3223,4752,402,745,13,15,65,79,1,0,84,88,75,72,4,12,1,2,0,1,1,0,3,1,78,73,5,13,3,3,0,1,1,0
050,10,003,Delaware,New Castle County,1,18,9196,2992,6204,2637,5395,296,698,3,11,42,62,0,1,14,37,2648,5421,304,713,11,34,44,72,2,6,2941,6121,2592,5320,292,691,3,10,41,62,0,1,13,37,2603,5346,299,706,11,33,43,72,1,6,51,83,45,75,4,7,0,1,1,0,0,0,1,0,45,75,5,7,0,1,1,0,1,0
050,10,003,Delaware,New Castle County,2,0,538479,260671,277808,180803,189411,61682,69164,1096,1096,11762,12101,127,150,5201,5886,185207,194298,65138,73207,2441,2698,13201,13647,294,341,236478,255080,160988,171475,58891,65993,482,520,11598,11936,47,64,4472,5092,164767,175679,61791,69413,1580,1874,12938,13375,186,223,24193,22728,19815,17936,2791,3171,614,576,164,165,80,86,729,794,20440,18619,3347,3794,861,824,263,272,108,118
050,10,003,Delaware,New Castle County,2,1,33251,16867,16384,9950,9513,4861,4840,96,86,943,898,11,11,1006,1036,10871,10457,5609,5660,203,202,1221,1131,25,27,14132,13754,7832,7543,4481,4430,27,34,922,881,3,1,867,865,8637,8340,5119,5109,101,111,1172,1087,13,14,2735,2630,2118,1970,380,410,69,52,21,17,8,10,139,171,2234,2117,490,551,102,91,49,44,12,13
050,10,003,Delaware,New Castle County,2,2,34123,17360,16763,10490,9995,5099,4903,96,95,824,887,8,17,843,866,11266,10780,5740,5534,201,212,1029,1128,16,30,14831,14337,8521,8125,4729,4540,37,34,801,866,3,7,740,765,9206,8822,5281,5088,111,123,998,1096,10,17,2529,2426,1969,1870,370,363,59,61,23,21,5,10,103,101,2060,1958,459,446,90,89,31,32,6,13
050,10,003,Delaware,New Castle County,2,3,35040,17854,17186,10985,10541,5406,5160,96,97,696,661,15,15,656,712,11564,11167,5893,5711,222,216,852,833,32,30,15707,15062,9342,8895,5073,4844,33,31,674,651,6,7,579,634,9852,9453,5499,5330,132,124,822,816,21,20,2147,2124,1643,1646,333,316,63,66,22,10,9,8,77,78,1712,1714,394,381,90,92,30,17,11,10
